,gene_group,associated_uniprot_IDs,associated_reactions,associated_pdb,associated_cath_classes,associated_cath_domains,substrates,products
450,b2091,P0A9S3,GLTPD,4uej,3.40.50.720.382.1.1.1.1.138;3.40.50.720.382.1.1.1.2.138;3.90.180.10.7.1.1.1.1.208;3.90.180.10.7.1.1.1.2.208,4uejA02;4uejB02;4uejA01;4uejB01,tag6p__D_c;nad_c;nadh_c;h_c;galt1p_c,tag6p__D_c;nad_c;nadh_c;h_c;galt1p_c
451,b0242,P0A7B5,GLU5K,2j5v,2.30.130.10.15.1.1.1.1.94;2.30.130.10.15.1.1.1.2.94;3.40.1160.10.10.2.1.1.1.231;3.40.1160.10.10.2.1.1.2.229,2j5vA02;2j5vB02;2j5vB01;2j5vA01,glu__L_c;atp_c,glu5p_c;adp_c
452,b2688,P0A6W9,GLUCYS,1va6,3.30.590.20.2.1.1.1.1.432;3.30.590.20.2.1.1.1.2.436,1va6B02;1va6A02,glu__L_c;atp_c;cys__L_c,h_c;adp_c;pi_c;glucys_c
453,b3517,P69908,GLUDC,1xey,3.40.640.10.119.1.1.1.13.294;3.40.640.10.119.1.1.1.14.294;3.90.1150.160.1.1.1.1.19.93;3.90.1150.160.1.1.1.1.20.92,1xeyA02;1xeyB02;1xeyB03;1xeyA03,glu__L_c;h_c,co2_c;4abut_c
454,b1493,P69910,GLUDC,2dgm,3.40.640.10.119.1.1.1.1.294;3.40.640.10.119.1.1.1.2.294;3.40.640.10.119.1.1.1.3.294;3.40.640.10.119.1.1.1.4.294;3.40.640.10.119.1.1.1.5.294;3.40.640.10.119.1.1.1.6.294;3.90.1150.160.1.1.1.1.1.97;3.90.1150.160.1.1.1.1.2.97;3.90.1150.160.1.1.1.1.3.97;3.90.1150.160.1.1.1.1.10.95;3.90.1150.160.1.1.1.1.11.94;3.90.1150.160.1.1.1.1.12.93,2dgmA02;2dgmB02;2dgmC02;2dgmD02;2dgmE02;2dgmF02;2dgmC03;2dgmD03;2dgmF03;2dgmA03;2dgmB03;2dgmE03,glu__L_c;h_c,co2_c;4abut_c
455,b1761,P00370,GLUDy,4bht,1.10.285.10.1.2.1.1.13.73;1.10.285.10.1.2.1.1.14.73;1.10.285.10.1.2.1.1.15.73;1.10.285.10.1.2.1.1.16.73;1.10.285.10.1.2.1.1.17.73;1.10.285.10.1.2.1.1.18.73;3.40.50.720.260.2.1.2.1.165;3.40.50.720.260.2.1.2.2.165;3.40.50.720.260.2.1.2.3.165;3.40.50.720.260.2.1.2.4.165;3.40.50.720.260.2.1.2.5.165;3.40.50.720.260.2.1.2.6.162;3.40.50.10860.8.1.2.2.1.136;3.40.50.10860.8.1.2.2.2.136;3.40.50.10860.8.1.2.2.3.136;3.40.50.10860.8.1.2.2.4.136;3.40.50.10860.8.1.2.2.5.136;3.40.50.10860.8.1.2.2.6.136,4bhtA01;4bhtB01;4bhtC01;4bhtD01;4bhtE01;4bhtF01;4bhtA03;4bhtB03;4bhtC03;4bhtE03;4bhtF03;4bhtD03;4bhtA02;4bhtB02;4bhtC02;4bhtD02;4bhtE02;4bhtF02,glu__L_c;nadph_c;nadp_c;akg_c;h2o_c;h_c;nh4_c,glu__L_c;nadph_c;nadp_c;akg_c;h2o_c;h_c;nh4_c
456,b3212;b3213,P09831;P09832,GLUDy;GLUSy,,,,glu__L_c;nadph_c;nadp_c;akg_c;gln__L_c;h2o_c;h_c;nh4_c,glu__L_c;nadph_c;nadp_c;akg_c;h2o_c;h_c;nh4_c
457,b0485,P77454,GLUN,1u60,3.40.710.10.15.1.1.1.1.309;3.40.710.10.15.1.1.1.2.309;3.40.710.10.15.1.1.1.3.309;3.40.710.10.15.1.1.1.4.309,1u60A00;1u60B00;1u60C00;1u60D00,h2o_c;gln__L_c,glu__L_c;nh4_c
458,b1524,P0A6W0,GLUN,,,,h2o_c;gln__L_c,glu__L_c;nh4_c
459,b2312,P0AG16,GLUPRT,1ecf,3.40.50.2020.33.1.1.1.1.137;3.40.50.2020.33.1.1.1.2.137;3.60.20.10.35.1.1.1.1.321;3.60.20.10.35.1.1.1.2.321,1ecfA02;1ecfB02;1ecfA01;1ecfB01,h2o_c;gln__L_c;prpp_c,glu__L_c;ppi_c;pram_c
460,b3967,P22634,GLUR,,,,glu__L_c;glu__D_c,glu__L_c;glu__D_c
461,b1210,P0A6X1,GLUTRR,,,,glutrna_c;nadph_c;h_c,trnaglu_c;nadp_c;glu1sa_c
462,b2400,P04805,GLUTRS,,,,glu__L_c;atp_c;trnaglu_c,glutrna_c;amp_c;ppi_c
463,b0507,P0AEP7,GLXCL,2pan,3.40.50.970.34.3.1.1.1.163;3.40.50.970.34.3.1.2.1.163;3.40.50.970.34.3.1.3.1.163;3.40.50.970.34.3.1.4.1.163;3.40.50.970.34.3.1.5.1.163;3.40.50.970.34.3.1.6.1.163;3.40.50.970.43.1.1.1.1.218;3.40.50.970.43.1.1.2.1.218;3.40.50.970.43.1.1.3.1.218;3.40.50.970.43.1.1.4.1.218;3.40.50.970.43.1.1.5.1.218;3.40.50.970.43.1.1.6.1.218;3.40.50.1220.28.1.1.1.1.161;3.40.50.1220.28.1.1.2.1.161;3.40.50.1220.28.1.1.3.1.161;3.40.50.1220.28.1.1.4.1.161;3.40.50.1220.28.1.1.5.1.161;3.40.50.1220.28.1.1.6.1.161,2panA01;2panB01;2panC01;2panD01;2panE01;2panF01;2panA03;2panB03;2panC03;2panD03;2panE03;2panF03;2panA02;2panB02;2panC02;2panD02;2panE02;2panF02,h_c;glx_c,co2_c;2h3oppan_c
464,b3617,P0AB77,GLYAT,1fc4,3.40.640.10.95.1.1.1.1.230;3.40.640.10.95.1.1.2.1.230;3.90.1150.10.80.1.1.1.1.133;3.90.1150.10.80.1.1.2.1.122,1fc4A01;1fc4B01;1fc4A02;1fc4B02,accoa_c;2aobut_c;coa_c;gly_c,accoa_c;2aobut_c;coa_c;gly_c
465,b0514,P77364,GLYCK,,,,atp_c;glyc__R_c,3pg_c;h_c;adp_c
466,b3124,P23524,GLYCK2,,,,atp_c;glyc__R_c,2pg_c;adp_c;h_c
467,b0116;b2903;b2904;b2905,P0A9P0;P33195;P0A6T9;P27248,GLYCL,,,,thf_c;nad_c;gly_c,mlthf_c;co2_c;nh4_c;nadh_c
468,b1033,P75913,GLYCLTDx;GLYCLTDy;HPYRRx;HPYRRy,,,,nadph_c;nadh_c;glx_c;h_c;hpyr_c,glyclt_c;nadp_c;nad_c;glyc__R_c
469,b2979;b4467;b4468,P0AEP9;P52074;P52073,GLYCTO2;GLYCTO3;GLYCTO4,,,,glyclt_c;q8_c;2dmmq8_c;mqn8_c,2dmmql8_c;mql8_c;q8h2_c;glx_c
470,b3926,P0A6F3,GLYK,1bu6,3.30.420.40.115.3.2.1.9.246;3.30.420.40.115.3.2.1.10.247;3.30.420.40.115.3.2.1.11.247;3.30.420.40.115.3.2.1.12.247;3.30.420.40.143.2.1.3.1.251;3.30.420.40.143.2.1.3.2.251;3.30.420.40.143.2.1.3.3.251;3.30.420.40.143.2.1.3.4.252,1bu6O02;1bu6X02;1bu6Y02;1bu6Z02;1bu6O01;1bu6X01;1bu6Z01;1bu6Y01,atp_c;glyc_c,glyc3p_c;h_c;adp_c
471,b0212,P0AC84,GLYOX,,,,h2o_c;lgt__S_c,lac__D_c;h_c;gthrd_c
472,b1967,P31658,GLYOX3,1n57,3.40.50.880.50.1.1.1.1.272,1n57A00,mthgxl_c;h2o_c,lac__D_c;h_c
473,b2053,P0AC88,GMAND,1db3,3.40.50.720.188.1.3.1.1.219;3.90.25.10.2.3.1.1.1.116,1db3A01;1db3A02,gdpmann_c,h2o_c;gdpddman_c
474,b3052,P76658,GMHEPAT;GMHEPK,,,,gmhep1p_c;atp_c;gmhep7p_c;h_c,adphep_DD_c;ppi_c;gmhep17bp_c;h_c;adp_c
475,b0200,P63228,GMHEPPA,2gmw,3.40.50.1000.54.1.1.1.1.182;3.40.50.1000.54.1.1.1.2.184,2gmwA00;2gmwB00,h2o_c;gmhep17bp_c,gmhep1p_c;pi_c
476,b0104,P60560,GMPR,,,,gmp_c;h_c;nadph_c,nh4_c;nadp_c;imp_c
477,b2507,P04079,GMPS;GMPS2,1gpm,3.30.300.10.3.2.1.1.1.108;3.30.300.10.3.2.1.1.2.108;3.30.300.10.3.2.1.1.3.108;3.30.300.10.3.2.1.1.4.108;3.40.50.620.13.3.1.1.1.172;3.40.50.620.13.3.1.1.2.172;3.40.50.620.13.3.1.1.3.170;3.40.50.620.13.3.1.1.4.170;3.40.50.880.32.1.1.1.1.198;3.40.50.880.32.1.1.1.2.198;3.40.50.880.32.1.1.1.3.198;3.40.50.880.32.1.1.1.4.198,1gpmA03;1gpmB03;1gpmC03;1gpmD03;1gpmA02;1gpmC02;1gpmB02;1gpmD02;1gpmA01;1gpmB01;1gpmC01;1gpmD01,atp_c;xmp_c;gln__L_c;h2o_c;nh4_c,glu__L_c;gmp_c;ppi_c;amp_c;h_c
478,b2029,P00350,GND,2zyd,1.10.1040.10.44.2.1.1.1.254;1.10.1040.10.44.2.1.1.2.254;1.20.5.320.1.1.1.1.3.33;1.20.5.320.1.1.1.1.4.32;3.40.50.720.34.2.1.1.1.179;3.40.50.720.34.2.1.1.4.178,2zydA02;2zydB02;2zydB03;2zydA03;2zydB01;2zydA01,nadp_c;6pgc_c,nadph_c;co2_c;ru5p__D_c
479,b3437,P46859,GNK,1knq,3.40.50.300.126.2.1.1.1.171;3.40.50.300.126.2.1.1.2.171,1knqA00;1knqB00,atp_c;glcn_c,h_c;adp_c;6pgc_c
480,b4268,P39208,GNK,,,,atp_c;glcn_c,h_c;adp_c;6pgc_c
481,b3715,P31467,GNP,,,,h2o_c;6pgc_c,pi_c;glcn_c
482,b3449,P10908,GPDDA1;GPDDA2;GPDDA3;GPDDA4;GPDDA5,,,,g3pi_c;g3pe_c;h2o_c;g3pc_c;g3pg_c;g3ps_c,glyc3p_c;chol_c;inost_c;glyc_c;h_c;etha_c;ser__L_c
483,b2239,P09394,GPDDA1pp;GPDDA2pp;GPDDA3pp;GPDDA4pp;GPDDA5pp,1t8q,3.20.20.190.15.1.1.2.1.318;3.20.20.190.15.1.1.3.1.319;3.20.20.190.15.1.1.4.1.319;3.20.20.190.15.1.1.5.1.320,1t8qD00;1t8qA00;1t8qC00;1t8qB00,g3pg_p;g3pi_p;g3pe_p;g3ps_p;h2o_p;g3pc_p,inost_p;h_p;chol_p;glyc_p;etha_p;glyc3p_p;ser__L_p
484,b1064,P0AC59,GRXR,4kx4,1.20.1050.10.4.1.2.1.1.126;3.40.30.10.173.1.2.1.1.78,4kx4A02;4kx4A01,gthrd_c;grxox_c,gthox_c;grxrd_c
485,b3610,P0AC62,GRXR,1fov,3.40.30.10.95.3.1.1.1.82,1fovA00,gthrd_c;grxox_c,gthox_c;grxrd_c
486,b1654,P0AC69,GRXR,2wci,3.40.30.10.133.2.1.1.1.108;3.40.30.10.133.2.1.1.2.106,2wciA01;2wciB01,gthrd_c;grxox_c,gthox_c;grxrd_c
487,b0849,P68688,GRXR,1ego,3.40.30.10.310.2.1.1.1.85,1egoA00,gthrd_c;grxox_c,gthox_c;grxrd_c
488,b0477,P0AEW6,GSNK;INSK,,,,atp_c;ins_c;gsn_c,gmp_c;h_c;adp_c;imp_c
489,b2988,P0AES0,GSPMDA;GSPMDS,2io9,3.90.1720.10.8.1.1.1.5.183;3.90.1720.10.8.1.1.1.6.185,2io9A01;2io9B01,atp_c;spmd_c;gtspmd_c;h2o_c;gthrd_c,spmd_c;gtspmd_c;pi_c;h_c;gthrd_c;adp_c
490,b3500,P06715,GTHOr,1ges,3.30.390.30.1.1.2.1.1.113;3.30.390.30.1.1.2.1.2.113;3.50.50.60.3.2.1.1.1.218;3.50.50.60.3.2.1.1.2.217;3.50.50.60.74.2.1.1.1.118;3.50.50.60.74.2.1.1.2.118,1gesA03;1gesB03;1gesB01;1gesA01;1gesA02;1gesB02,nadph_c;nadp_c;gthox_c;h_c;gthrd_c,nadph_c;nadp_c;gthox_c;h_c;gthrd_c
491,b1710,P06610,GTHPi;THIORDXi,,,,h2o2_c;trdrd_c;gthrd_c,gthox_c;h2o_c;trdox_c
492,b3447,P18956,GTHRDHpp,2e0w,,,h2o_p;gthrd_p,cgly_p;glu__L_p
493,b2947,P04425,GTHS,1gsa,3.30.470.20.35.1.1.1.1.121;3.30.1490.20.19.1.1.1.1.65;3.40.50.20.32.1.1.1.1.128,1gsaA02;1gsaA03;1gsaA01,gly_c;atp_c;glucys_c,h_c;adp_c;pi_c;gthrd_c
494,b2153,P0A6T5,GTPCI,1a8r,1.10.286.10.1.1.2.1.1.85;1.10.286.10.1.1.2.1.2.85;1.10.286.10.1.1.2.1.3.85;1.10.286.10.1.1.2.1.4.85;1.10.286.10.1.1.2.1.5.85;1.10.286.10.1.1.2.1.6.85;1.10.286.10.1.1.2.1.7.85;1.10.286.10.1.1.2.1.8.85;1.10.286.10.1.1.2.1.9.85;1.10.286.10.1.1.2.1.10.85;1.10.286.10.1.1.2.1.11.85;1.10.286.10.1.1.2.1.12.85;1.10.286.10.1.1.2.1.13.85;1.10.286.10.1.1.2.1.14.85;1.10.286.10.1.1.2.1.15.85;3.30.1130.10.8.1.1.2.1.136;3.30.1130.10.8.1.1.2.2.136;3.30.1130.10.8.1.1.2.3.136;3.30.1130.10.8.1.1.2.4.136;3.30.1130.10.8.1.1.2.5.136;3.30.1130.10.8.1.1.2.6.136;3.30.1130.10.8.1.1.2.7.136;3.30.1130.10.8.1.1.2.8.136;3.30.1130.10.8.1.1.2.9.136;3.30.1130.10.8.1.1.2.10.136;3.30.1130.10.8.1.1.2.11.136;3.30.1130.10.8.1.1.2.12.136;3.30.1130.10.8.1.1.2.13.136;3.30.1130.10.8.1.1.2.14.136;3.30.1130.10.8.1.1.2.15.136,1a8rA01;1a8rB01;1a8rC01;1a8rD01;1a8rE01;1a8rF01;1a8rG01;1a8rH01;1a8rI01;1a8rJ01;1a8rK01;1a8rL01;1a8rM01;1a8rN01;1a8rO01;1a8rA02;1a8rB02;1a8rC02;1a8rD02;1a8rE02;1a8rF02;1a8rG02;1a8rH02;1a8rI02;1a8rJ02;1a8rK02;1a8rL02;1a8rM02;1a8rN02;1a8rO02,h2o_c;gtp_c,ahdt_c;for_c;h_c
495,b1277,P0A7I7,GTPCII2,,,,h2o_c;gtp_c,for_c;25drapp_c;ppi_c;h_c
496,b3779,P25552,GTPDPDP,,,,h2o_c;gdptp_c,pi_c;h_c;ppgpp_c
497,b2883,P76641,GUAD,,,,h2o_c;h_c;gua_c,nh4_c;xan_c
498,b0125,P0A9M2,GUAPRT;HXPRT,1g9s,3.40.50.2020.4.6.3.2.1.169;3.40.50.2020.4.6.3.2.2.169,1g9sA00;1g9sB00,prpp_c;hxan_c;gua_c,gmp_c;ppi_c;imp_c
499,b0238,P0A9M5,GUAPRT;HXPRT;XPPT,1nul,3.40.50.2020.24.1.1.1.1.142;3.40.50.2020.24.1.1.1.6.136,1nulA00;1nulB00,prpp_c;hxan_c;gua_c;xan_c,gmp_c;ppi_c;xmp_c;imp_c
500,b3092,P0A8G3,GUI1;GUI2,,,,tagur_c;fruur_c;galur_c;glcur_c,tagur_c;fruur_c;galur_c;glcur_c
501,b1395,P76083,HADPCOADH3,3mog,1.10.1040.50.4.1.1.1.1.190;1.10.1040.50.4.1.1.1.2.189;1.10.1040.50.4.1.1.1.3.189;3.30.750.190.1.1.1.1.1.94;3.30.750.190.1.1.1.1.2.94;3.30.750.190.1.1.1.1.3.94;3.40.50.720.20.4.1.1.1.188;3.40.50.720.20.4.1.1.2.187;3.40.50.720.20.4.1.1.3.187,3mogC02;3mogA02;3mogB02;3mogA03;3mogB03;3mogC03;3mogC01;3mogA01;3mogB01,nad_c;oxadpcoa_c;3hadpcoa_c;nadh_c;h_c,nad_c;oxadpcoa_c;3hadpcoa_c;nadh_c;h_c
502,b4040,P0AGK1,HBZOPT,,,,octdp_c;4hbz_c,3ophb_c;ppi_c
503,b0126,P61517,HCO3E,1i6p,3.40.1050.10.4.1.3.1.1.214,1i6pA00,co2_c;hco3_c;h_c;h2o_c,co2_c;hco3_c;h_c;h2o_c
504,b0339,P0ABE9,HCO3E,,,,co2_c;hco3_c;h_c;h2o_c,co2_c;hco3_c;h_c;h2o_c
505,b0261,Q47690,HCYSMT;HCYSMT2,5dmm,3.20.20.330.2.1.1.1.1.288,5dmmA00,hcys__L_c;amet_c;mmet_c,h_c;ahcys_c;met__L_c
506,b0428,P0AEA5,HEMEOS,,,,h2o_c;frdp_c;pheme_c,ppi_c;hemeO_c
507,b3630,P25741,HEPK1,,,,atp_c;hhlipa_c,h_c;adp_c;phhlipa_c
508,b3625,P27240,HEPK2,,,,atp_c;hphhlipa_c,phphhlipa_c;h_c;adp_c
509,b3621,P24173,HEPT1,2h1h,3.40.50.2000.78.1.1.1.4.163;3.40.50.2000.78.1.1.1.5.163;3.40.50.2000.80.1.1.1.3.159;3.40.50.2000.80.1.1.1.5.152,2h1hA01;2h1hB01;2h1hA02;2h1hB02,lipa_c;adphep_LD_c,h_c;adp_c;hlipa_c
510,b3620,P37692,HEPT2,1psw,3.40.50.2000.76.1.1.1.1.174;3.40.50.2000.94.1.1.1.1.134,1pswA02;1pswA01,hlipa_c;adphep_LD_c,h_c;adp_c;hhlipa_c
511,b3632,P25742,HEPT3,,,,phhlipa_c;adphep_LD_c,h_c;adp_c;hphhlipa_c
512,b3623,P27242,HEPT4,,,,gggagicolipa_c;adphep_LD_c,colipa_c;h_c;adp_c
513,b2104,P76423,HETZK,,,,atp_c;4mhetz_c,4mpetz_c;adp_c;h_c
514,b2388,P0A6V8,HEX1,,,,glc__D_c;atp_c,h_c;adp_c;g6p_c
515,b0394,P23917,HEX7,,,,atp_c;fru_c,h_c;adp_c;f6p_c
516,b2020,P06988,HISTD,1kae,3.40.50.1980.38.1.1.1.1.155;3.40.50.1980.38.1.1.2.1.155;3.40.50.1980.88.1.1.1.1.190;3.40.50.1980.88.1.1.2.1.190,1kaeA01;1kaeB01;1kaeA02;1kaeB02,h2o_c;histd_c;nad_c,his__L_c;h_c;nadh_c
517,b2022,P06987,HISTP;IGPDH,,,,h2o_c;hisp_c;eig3p_c,imacp_c;h2o_c;histd_c;pi_c
518,b0349,P77044,HKNDDH;HKNTDH,1u2e,3.40.50.1820.55.3.1.1.1.286;3.40.50.1820.55.3.1.1.2.286;3.40.50.1820.55.3.1.1.3.286;3.40.50.1820.55.3.1.1.4.285,1u2eA00;1u2eB00;1u2eC00;1u2eD00,hkndd_c;h2o_c;hkntd_c,fum_c;op4en_c;h_c;succ_c
519,b3805,P06983,HMBS,1gtk,3.30.160.40.1.2.1.1.1.86;3.40.190.10.78.3.1.1.2.101;3.40.190.10.182.3.1.1.1.100,1gtkA03;1gtkA01;1gtkA02,h2o_c;ppbng_c,nh4_c;hmbil_c
520,b2103,P76422,HMPK1;PMPK,,,,atp_c;4ahmmp_c;4ampm_c,h_c;adp_c;4ampm_c;2mahmp_c
521,b2418,P40191,HMPK1;PYDAMK;PYDXK;PYDXNK,2ddm,3.40.1190.20.47.1.1.1.1.271;3.40.1190.20.47.1.1.1.2.264,2ddmB00;2ddmA00,pydam_c;pydxn_c;atp_c;4ahmmp_c;pydx_c,pydx5p_c;pdx5p_c;4ampm_c;h_c;pyam5p_c;adp_c
522,b0352,P51020,HOPNTAL,,,,4h2opntn_c,pyr_c;acald_c
523,b1396,P76084,HPACOAT;PACOAT,1psu,3.10.129.10.56.1.1.3.1.132;3.10.129.10.56.1.1.4.1.126,1psuB00;1psuA00,h2o_c;34dphacoa_c;phaccoa_c,coa_c;pac_c;34dhpha_c;h_c
524,b0142,P26281,HPPK2,5etp,3.30.70.560.1.1.1.1.3.160,5etpA00,atp_c;6hmhpt_c,amp_c;h_c;6hmhptpp_c
525,b0508,P30147,HPYRI,,,,2h3oppan_c;hpyr_c,2h3oppan_c;hpyr_c
526,b1813,P43337,HPYRP,,,,h2o_c;3php_c,pi_c;hpyr_c
527,b4013,P07623,HSST,,,,hom__L_c;succoa_c,coa_c;suchms_c
528,b2021,P06986,HSTPT,1fg7,3.40.640.10.76.1.1.1.1.203;3.90.1150.10.24.1.1.1.1.128,1fg7A01;1fg7A02,glu__L_c;imacp_c,hisp_c;akg_c
529,b2866;b2867;b2868,Q46799;Q46800;Q46801,HXAND;XAND,,,,h2o_c;hxan_c;nad_c;xan_c,urate_c;h_c;nadh_c;xan_c
530,b0972;b0973;b0974,P69739;P0ACD8;P0AAM1,HYD1pp;HYD2pp;HYD3pp,,,,h2_c;h_c;mqn8_c;q8_c;2dmmq8_c,2dmmql8_c;mql8_c;h_p;q8h2_c
531,b2994;b2995;b2996;b2997,P0ACE0;P37180;P0AAJ8;P69741,HYD1pp;HYD2pp;HYD3pp,,,,h2_c;h_c;mqn8_c;q8_c;2dmmq8_c,2dmmql8_c;mql8_c;h_p;q8h2_c
532,b2719;b2720;b2721;b2722;b2723;b2724,P16433;P16432;P16431;P16430;P16429;P0AAK1,HYD1pp,,,,q8_c;h_c;h2_c,h_p;q8h2_c
533,b2529;b2530,P0ACD4;P0A6B7,I2FE2SR;I2FE2SS;I2FE2SS2,1p3w;2kqk,3.40.640.10.15.2.1.1.3.247;3.40.640.10.15.2.1.1.4.247;3.90.1150.10.42.2.1.1.2.121;3.90.1150.10.42.2.1.1.3.121;3.90.1010.10.7.1.2.1.1.102,1p3wA02;1p3wB02;1p3wA01;1p3wB01;2kqkA01,iscu_c;fadh2_c;iscssh_c;fe2_c;iscu_2fe2s_c;2fe1s_c,iscs_c;iscu_2fe2s2_c;fad_c;h_c;iscu_2fe2s_c
534,b2528;b2529,P0AAC8;P0ACD4,I2FE2ST;I4FE4ST,1s98;2kqk,2.60.300.12.1.1.1.2.1.97;2.60.300.12.1.1.1.2.2.97;3.90.1010.10.7.1.2.1.1.102,1s98A00;1s98B00;2kqkA01,iscu_2fe2s_c;h_c;iscu_4fe4s_c,4fe4s_c;iscu_c;2fe2s_c
535,b2529,P0ACD4,I4FE4SR,2kqk,3.90.1010.10.7.1.2.1.1.102,2kqkA01,iscu_2fe2s2_c;h_c;fadh2_c,fad_c;iscu_4fe4s_c
536,b1136,P08200,ICDHyr,1pb1,3.40.718.10.6.1.3.1.1.416,1pb1A00,nadph_c;co2_c;nadp_c;akg_c;icit_c,nadph_c;co2_c;nadp_c;akg_c;icit_c
537,b0593,P0AEJ2,ICHORS_copy1,3hwo,3.60.120.10.6.1.1.1.4.379;3.60.120.10.6.1.1.1.5.378,3hwoA00;3hwoB00,chor_c,ichor_c
538,b2265,P38051,ICHORS_copy2,3bzm,3.60.120.10.3.1.1.1.1.429,3bzmA00,ichor_c;chor_c,ichor_c;chor_c
539,b0595,P0ADI4,ICHORT,2fq1,1.10.1200.10.15.1.1.1.2.72;1.10.1200.10.15.1.1.1.4.71;3.40.50.850.2.3.1.1.1.203;3.40.50.850.2.3.1.1.2.204,2fq1A02;2fq1B02;2fq1A01;2fq1B01,h2o_c;ichor_c,23ddhb_c;pyr_c
540,b4015,P0A9G6,ICL,1igw,3.20.20.60.25.1.2.1.1.396;3.20.20.60.25.1.2.1.2.405;3.20.20.60.25.1.2.1.3.411;3.20.20.60.25.1.2.1.4.416,1igwA00;1igwD00;1igwB00;1igwC00,icit_c,succ_c;glx_c
541,b2530,P0A6B7,ICYSDS,1p3w,3.40.640.10.15.2.1.1.3.247;3.40.640.10.15.2.1.1.4.247;3.90.1150.10.42.2.1.1.2.121;3.90.1150.10.42.2.1.1.3.121,1p3wA02;1p3wB02;1p3wA01;1p3wB01,cys__L_c;iscs_c,iscssh_c;ala__L_c
542,b4267,P39346,IDOND;IDOND2,,,,nadph_c;nad_c;nadh_c;h_c;idon__L_c;5dglcn_c,nad_c;nadp_c;nadh_c;h_c;idon__L_c;5dglcn_c
543,b2023;b2025,P60595;P60664,IG3PS,,,,gln__L_c;prlp_c,glu__L_c;aicar_c;h_c;eig3p_c
544,b1262,P00909,IGPS;PRAIi,1pii,3.20.20.70.102.1.1.1.1.261;3.20.20.70.198.1.1.1.1.191,1piiA01;1piiA02,h_c;2cpr5p_c;pran_c,co2_c;2cpr5p_c;h2o_c;3ig3p_c
545,b3770,P0AB80,ILETA;LEUTAi;PHETA1;TYRTA;VALTA,1iye,3.20.10.10.1.3.1.1.1.160;3.20.10.10.1.3.1.1.2.160;3.20.10.10.1.3.1.1.3.160;3.30.470.10.2.2.1.1.1.134;3.30.470.10.2.2.1.1.2.134;3.30.470.10.2.2.1.1.3.134,1iyeA02;1iyeB02;1iyeC02;1iyeA01;1iyeB01;1iyeC01,glu__L_c;3mob_c;4mop_c;akg_c;3mop_c;ile__L_c;phpyr_c;val__L_c;phe__L_c;34hpp_c;tyr__L_c,glu__L_c;3mob_c;akg_c;3mop_c;ile__L_c;phpyr_c;leu__L_c;val__L_c;phe__L_c;34hpp_c;tyr__L_c
546,b2508,P0ADG7,IMPD,,,,h2o_c;nad_c;imp_c,h_c;nadh_c;xmp_c
547,b3488,P37627,INOSTO,,,,inost_c;o2_c;h2o_c;h_c;glcur_c,inost_c;o2_c;h2o_c;h_c;glcur_c
548,b2889,Q46822,IPDDI,1hzt,3.90.79.10.6.1.1.1.1.153,1hztA00,dmpp_c;ipdp_c,dmpp_c;ipdp_c
549,b0073,P30125,IPMD,1cm7,3.40.718.10.1.1.5.1.1.363;3.40.718.10.1.1.5.1.2.363,1cm7A00;1cm7B00,3c2hmp_c;nad_c,h_c;3c4mop_c;nadh_c
550,b1800,P76251,IPMD;MALDDH,,,,mal__D_c;3c2hmp_c;nad_c,co2_c;nadh_c;h_c;pyr_c;3c4mop_c
551,b0071;b0072,P30126;P0A6A6,IPPMIa;IPPMIb,,,,2ippm_c;3c2hmp_c;3c3hmp_c;h2o_c,2ippm_c;3c2hmp_c;3c3hmp_c;h2o_c
552,b0074,P09151,IPPS,,,,accoa_c;3mob_c;h2o_c,coa_c;h_c;3c3hmp_c
553,b1091,P0A6R0,KAS15;OGMEACPS,1hnj,3.40.47.10.13.1.1.1.1.171;3.40.47.10.34.1.1.1.1.146,1hnjA01;1hnjA02,accoa_c;malACP_c;h_c;malcoame_c,coa_c;co2_c;ogmeACP_c;actACP_c
554,b0918,P04951,KDOCT2,3k8d,3.90.550.10.7.1.3.1.1.246;3.90.550.10.7.1.3.1.2.246;3.90.550.10.7.1.3.1.3.246;3.90.550.10.7.1.3.1.4.246,3k8dA00;3k8dB00;3k8dC00;3k8dD00,ctp_c;kdo_c,ckdo_c;ppi_c
555,b3198,P0ABZ4,KDOPP,3hyc,3.40.50.1000.21.1.1.1.61.174;3.40.50.1000.21.1.1.1.62.176;3.40.50.1000.21.1.1.1.63.181;3.40.50.1000.21.1.1.1.64.181;3.40.50.1000.21.1.1.1.65.181;3.40.50.1000.21.1.1.1.66.181;3.40.50.1000.21.1.1.1.67.181;3.40.50.1000.21.1.1.1.68.181,3hycB00;3hycD00;3hycA00;3hycC00;3hycE00;3hycF00;3hycG00;3hycH00,h2o_c;kdo8p_c,pi_c;kdo_c
556,b1215,P0A715,KDOPS,1g7v,3.20.20.70.29.2.5.1.3.284,1g7vA00,pep_c;h2o_c;ara5p_c,pi_c;kdo8p_c
557,b2843,Q46938,KDUI,1xru,2.60.120.10.33.1.1.1.1.148;2.60.120.10.33.1.2.1.1.148;2.60.120.520.1.1.1.1.1.122;2.60.120.520.1.1.1.2.1.122,1xruA02;1xruB02;1xruA01;1xruB01,dt5hsu_c,dkdglcn_c
558,b4196,P39304,KG6PDC,1q6o,3.20.20.70.56.1.1.1.1.215;3.20.20.70.56.1.1.1.2.213,1q6oB00;1q6oA00,3dhgulnp_c;h_c,co2_c;xu5p__L_c
