,gene_group,associated_uniprot_IDs,associated_reactions,associated_pdb,associated_cath_classes,associated_cath_domains
742,b1517,P76143,PAI2T,3glc,3.20.20.70.156.1.1.1.1.276;3.20.20.70.156.1.1.1.2.276;3.20.20.70.156.1.1.1.3.276;3.20.20.70.156.1.1.1.4.276;3.20.20.70.156.1.1.1.5.276;3.20.20.70.156.1.1.1.6.276;3.20.20.70.156.1.1.1.7.276;3.20.20.70.156.1.1.1.8.276;3.20.20.70.156.1.1.1.9.276;3.20.20.70.156.1.1.1.10.276;3.20.20.70.156.1.1.1.11.276;3.20.20.70.156.1.1.1.12.276;3.20.20.70.156.1.1.1.13.276;3.20.20.70.156.1.1.1.14.276;3.20.20.70.156.1.1.1.15.276;3.20.20.70.156.1.1.1.16.276;3.20.20.70.156.1.1.1.17.276;3.20.20.70.156.1.1.1.18.276;3.20.20.70.156.1.1.1.19.276;3.20.20.70.156.1.1.1.20.276,3glcA00;3glcB00;3glcC00;3glcD00;3glcE00;3glcF00;3glcG00;3glcH00;3glcI00;3glcJ00;3glcK00;3glcL00;3glcM00;3glcN00;3glcO00;3glcP00;3glcQ00;3glcR00;3glcS00;3glcT00
743,b0133,P31663,PANTS,1iho,3.30.1300.10.2.2.1.1.1.103;3.30.1300.10.2.2.1.1.2.103;3.40.50.620.8.2.2.1.1.179;3.40.50.620.8.2.2.1.2.179,1ihoA02;1ihoB02;1ihoA01;1ihoB01
744,b1278,P0A924,PAPA120;PAPA120pp;PAPA140;PAPA140pp;PAPA141;PAPA141pp;PAPA160;PAPA160pp;PAPA161;PAPA161pp;PAPA180;PAPA180pp;PAPA181;PAPA181pp;PGPP120;PGPP120pp;PGPP140;PGPP140pp;PGPP141;PGPP141pp;PGPP160;PGPP160pp;PGPP161;PGPP161pp;PGPP180;PGPP180pp;PGPP181;PGPP181pp;UDCPDP;UDCPDPpp,5jwy,1.20.144.10.3.1.1.2.1.254,5jwyA00
745,b0087,P0A6W3,PAPPT3,,,
746,b2582;b2762,P0AGG4;P17854,PAPSR,,,
747,b2762;b3781,P17854;P0AA25,PAPSR,2o8v;5hr3,3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219;3.40.30.10.9.2.2.1.1.107;3.40.30.10.9.2.2.1.2.107,2o8vB00;2o8vA01;5hr3A00;5hr3B00
748,b2762;b3610,P17854;P0AC62,PAPSR2,2o8v;1fov,3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219;3.40.30.10.95.3.1.1.1.82,2o8vB00;2o8vA01;1fovA00
749,b0849;b2762,P68688;P17854,PAPSR2,1ego;2o8v,3.40.30.10.310.2.1.1.1.85;3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219,1egoA00;2o8vB00;2o8vA01
750,b1064;b2762,P0AC59;P17854,PAPSR2,2o8v;4kx4,3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219;1.20.1050.10.4.1.2.1.1.126;3.40.30.10.173.1.2.1.1.78,2o8vB00;2o8vA01;4kx4A02;4kx4A01
751,b1654;b2762,P0AC69;P17854,PAPSR2,2o8v;2wci,3.40.30.10.9.2.2.29.1.108;3.40.50.620.29.1.1.1.2.219;3.40.30.10.133.2.1.1.1.108;3.40.30.10.133.2.1.1.2.106,2o8vB00;2o8vA01;2wciA01;2wciB01
752,b3253,P26646,PCNO,1o89,3.40.50.720.298.1.2.1.1.167;3.90.180.10.46.2.2.1.1.153,1o89A02;1o89A01
753,b3032,P0AEW4,PDE1,,,
754,b0114;b0115;b0116,P0AFG8;P06959;P0A9P0,PDH,,,
755,b1638,P0AFI7,PDX5POi;PYAM5PO,1g79,2.30.110.10.64.1.1.2.1.199,1g79A00
756,b0052;b2564,P19624;P0A794,PDX5PS,1ptm;1m5w,3.40.718.10.8.1.2.1.1.321;3.40.718.10.8.1.2.2.1.321;3.20.20.70.92.2.1.1.1.242;3.20.20.70.92.2.1.1.2.242;3.20.20.70.92.2.1.1.3.242;3.20.20.70.92.2.1.1.4.242;3.20.20.70.92.2.1.1.5.242;3.20.20.70.92.2.1.1.6.242;3.20.20.70.92.2.1.1.7.242;3.20.20.70.92.2.1.1.8.242,1ptmA00;1ptmB00;1m5wA00;1m5wB00;1m5wC00;1m5wD00;1m5wE00;1m5wF00;1m5wG00;1m5wH00
757,b0766,P21829,PDXPP;PYDXPP,,,
758,b2320,P05459,PERD,,,
759,b3546,P37661,PETNT161pp;PETNT181pp,,,
760,b3916,P0A796,PFK;PFK_2;PFK_3,1pfk,3.40.50.450.1.2.3.1.1.189;3.40.50.450.1.2.3.1.2.189;3.40.50.460.5.1.1.1.1.126;3.40.50.460.5.1.1.1.2.126,1pfkA01;1pfkB01;1pfkA02;1pfkB02
761,b1723,P06999,PFK,3umo,3.40.1190.20.19.1.1.1.1.309;3.40.1190.20.19.1.1.1.2.309,3umoA00;3umoB00
762,b3951;b3952,P32674;P32675,PFL,,,
763,b3176,P31120,PGAMT,,,
764,b4025,P0A6T1,PGI,3nbu,1.10.1390.10.1.2.2.1.1.39;1.10.1390.10.1.2.2.1.2.39;1.10.1390.10.1.2.2.1.3.39;1.10.1390.10.1.2.2.1.4.39;1.10.1390.10.1.2.2.1.5.39;1.10.1390.10.1.2.2.1.6.39;3.40.50.10490.2.1.5.1.1.190;3.40.50.10490.2.1.5.1.2.194;3.40.50.10490.2.1.5.1.3.194;3.40.50.10490.2.1.5.1.4.194;3.40.50.10490.2.1.5.1.5.194;3.40.50.10490.2.1.5.1.6.194;3.40.50.10490.44.3.2.1.1.316;3.40.50.10490.44.3.2.1.2.316;3.40.50.10490.44.3.2.1.3.316;3.40.50.10490.44.3.2.1.4.316;3.40.50.10490.44.3.2.1.5.316;3.40.50.10490.44.3.2.1.6.316,3nbuA03;3nbuB03;3nbuC03;3nbuD03;3nbuE03;3nbuF03;3nbuA02;3nbuB02;3nbuC02;3nbuD02;3nbuE02;3nbuF02;3nbuA01;3nbuB01;3nbuC01;3nbuD01;3nbuE01;3nbuF01
765,b2926,P0A799,PGK,1zmr,3.40.50.1260.4.3.2.1.1.177;3.40.50.1260.5.1.2.1.1.209,1zmrA01;1zmrA02
766,b0767,P52697,PGL,1ri6,2.130.10.10.40.1.1.1.1.333,1ri6A00
767,b3385,P32662,PGLYCP,,,
768,b0755,P62707,PGM,1.00e+58,,
769,b3612,P37689,PGM,,,
770,b0688,P36938,PGMT,,,
771,b1317,P77366,PGMT,4g9b,1.10.150.240.1.2.1.1.1.79;3.40.50.1000.8.2.1.1.1.148,4g9bA02;4g9bA01
772,b0418,P18200,PGPP120;PGPP120pp;PGPP140;PGPP140pp;PGPP141;PGPP141pp;PGPP160;PGPP160pp;PGPP161;PGPP161pp;PGPP180;PGPP180pp;PGPP181;PGPP181pp,,,
773,b1912,P0ABF8,PGSA120;PGSA140;PGSA141;PGSA160;PGSA161;PGSA180;PGSA181,,,
774,b2873,Q46806,PHDA,,,
775,b3821,P0A921,PLIPA1A120pp;PLIPA1A140pp;PLIPA1A141pp;PLIPA1A160pp;PLIPA1A161pp;PLIPA1A180pp;PLIPA1A181pp;PLIPA1E120pp;PLIPA1E140pp;PLIPA1E141pp;PLIPA1E160pp;PLIPA1E161pp;PLIPA1E180pp;PLIPA1E181pp;PLIPA1G120pp;PLIPA1G140pp;PLIPA1G141pp;PLIPA1G160pp;PLIPA1G161pp;PLIPA1G180pp;PLIPA1G181pp;PLIPA2A120pp;PLIPA2A140pp;PLIPA2A141pp;PLIPA2A160pp;PLIPA2A161pp;PLIPA2A180pp;PLIPA2A181pp;PLIPA2E120pp;PLIPA2E140pp;PLIPA2E141pp;PLIPA2E160pp;PLIPA2E161pp;PLIPA2E180pp;PLIPA2E181pp;PLIPA2G120pp;PLIPA2G140pp;PLIPA2G141pp;PLIPA2G160pp;PLIPA2G161pp;PLIPA2G180pp;PLIPA2G181pp,1qd5,2.40.230.10.1.1.1.1.1.257,1qd5A00
776,b2048,P24175,PMANM,,,
777,b3412,P13001,PMEACPE,1m33,3.40.50.1820.110.1.2.1.1.251,1m33A00
778,b1103,P0ACE7,PNSPA,3n1s,3.30.428.10.2.3.1.1.1.119;3.30.428.10.2.3.1.1.2.118;3.30.428.10.2.3.1.1.3.118;3.30.428.10.2.3.1.1.4.117;3.30.428.10.2.3.1.1.5.115;3.30.428.10.2.3.1.1.6.115;3.30.428.10.2.3.1.1.7.115;3.30.428.10.2.3.1.1.8.114,3n1sJ00;3n1sB00;3n1sF00;3n1sA00;3n1sE00;3n1sM00;3n1sN00;3n1sI00
779,b3974,P0A6I3,PNTK,1esm,3.40.50.300.428.1.2.2.1.297;3.40.50.300.428.1.2.3.1.301;3.40.50.300.428.1.2.4.1.301;3.40.50.300.428.1.2.5.1.305,1esmD00;1esmB00;1esmC00;1esmA00
780,b1010,P0AFQ5,POAACR,3v4d,3.30.1330.40.7.1.1.1.1.123;3.30.1330.40.7.1.1.2.1.123;3.30.1330.40.7.1.1.3.1.124;3.30.1330.40.7.1.1.4.1.119;3.30.1330.40.7.1.1.5.1.128;3.30.1330.40.7.1.1.6.1.131,3v4dB00;3v4dE00;3v4dC00;3v4dA00;3v4dD00;3v4dF00
781,b0684;b1378,P61949;P52647,POR5,,,
782,b1378;b2895,P52647;P0ABY4,POR5,,,
783,b0871,P07003,POX,3ey9,3.40.50.970.45.1.2.1.1.228;3.40.50.970.45.1.2.1.2.228;3.40.50.970.46.1.1.1.13.176;3.40.50.970.46.1.1.1.14.176;3.40.50.1220.26.1.1.1.13.167;3.40.50.1220.26.1.1.1.14.167,3ey9A03;3ey9B03;3ey9A01;3ey9B01;3ey9A02;3ey9B02
784,b2502,P0AFL6,PPA;PPA2,1u6z,1.10.3210.10.30.1.1.1.1.146;1.10.3210.10.30.1.1.1.2.146;3.30.70.2260.1.1.1.1.1.53;3.30.70.2260.1.1.1.1.2.55;3.30.420.40.75.1.1.1.1.120;3.30.420.40.75.1.1.1.2.120;3.30.420.150.5.1.1.1.1.179;3.30.420.150.5.1.1.1.2.179,1u6zA03;1u6zB03;1u6zA04;1u6zB04;1u6zA01;1u6zB01;1u6zA02;1u6zB02
785,b4226,P0A7A9,PPA,4um4,3.90.80.10.1.2.1.6.9.175;3.90.80.10.1.2.1.6.10.175;3.90.80.10.1.2.1.6.11.175,4um4A00;4um4B00;4um4C00
786,b0369,P0ACB2,PPBNGS,5mhb,3.20.20.70.49.2.1.5.3.323,5mhbA00
787,b3956,P00864,PPC,1jqn,,
788,b3639,P0ABQ0,PPCDC;PPNCL2,,,
789,b3403,P22259,PPCK,2olr,2.170.8.10.2.1.1.1.1.79;3.40.449.10.2.1.1.1.1.197;3.90.228.20.2.1.1.1.1.251,2olrA02;2olrA01;2olrA03
790,b2920,P52043,PPCSCT,,,
791,b2501,P0A7B1,PPK;PPK2,1xdp,1.20.58.310.1.1.1.1.1.105;1.20.58.310.1.1.1.1.2.105;3.30.870.10.11.1.1.1.1.188;3.30.870.10.11.1.1.1.2.188;3.30.870.10.12.1.1.1.1.185;3.30.870.10.12.1.1.1.2.185;3.30.1840.10.1.1.1.1.1.202;3.30.1840.10.1.1.1.1.2.202,1xdpA01;1xdpB01;1xdpA03;1xdpB03;1xdpA04;1xdpB04;1xdpA02;1xdpB02
792,b4383,P0A6K6,PPM;PPM2,,,
793,b3850,P0ACB4,PPPGO;PPPGO3,,,
794,b1702,P23538,PPS,,,
795,b4005,P15640,PRAGSr,1gso,3.30.470.20.13.1.1.1.1.139;3.30.1490.20.2.1.2.1.1.64;3.40.50.20.3.1.2.1.1.94;3.90.600.10.1.1.2.1.1.93,1gsoA03;1gsoA02;1gsoA01;1gsoA04
796,b2499,P08178,PRAIS,1cli,3.30.1330.10.4.2.4.1.1.150;3.30.1330.10.4.2.4.1.2.150;3.30.1330.10.4.2.4.1.3.166;3.30.1330.10.4.2.4.1.4.166;3.90.650.10.3.1.2.1.1.175;3.90.650.10.3.1.2.1.2.175;3.90.650.10.3.1.2.1.3.175;3.90.650.10.3.1.2.1.4.175,1cliB01;1cliD01;1cliA01;1cliC01;1cliA02;1cliB02;1cliC02;1cliD02
797,b2026,P06989,PRAMPC;PRATPP,,,
798,b2476,P0A7D7,PRASCSi,2gqr,3.30.200.20.99.1.1.1.1.97;3.30.200.20.99.1.1.2.1.97;3.30.470.20.11.5.1.2.1.131;3.30.470.20.11.5.1.3.1.131,2gqrA01;2gqrB01;2gqrA02;2gqrB02
799,b4092,P16692,PRCPD,3g1p,3.60.15.10.5.1.1.1.1.249;3.60.15.10.5.1.1.1.2.250,3g1pA00;3g1pB00
800,b2557,P15254,PRFGS,,,
801,b2024,P10371,PRMICI,,,
802,b1207,P0A717,PRPPS,4s2u,3.40.50.2020.20.3.2.1.1.165;3.40.50.2020.36.1.2.1.1.143,4s2uA01;4s2uA02
803,b0908,P0A6D3,PSCVT,1g6s,3.65.10.10.3.1.2.1.1.204;3.65.10.10.4.1.2.1.1.205,1g6sA02;1g6sA01
804,b4160,P0A8K1,PSD120;PSD140;PSD141;PSD160;PSD161;PSD180;PSD181,,,
805,b4388,P0AGB0,PSP_L,,,
806,b2585,P23830,PSSA120;PSSA140;PSSA141;PSSA160;PSSA161;PSSA180;PSSA181,,,
807,b2166,P30235,PSURIK,,,
808,b2297,P0A9M8,PTA2;PTAr,,,
809,b2458,P77218,PTAr,1vmi,3.40.50.10750.1.3.1.1.1.154;3.40.50.10950.2.1.1.1.1.167,1vmiA02;1vmiA01
810,b3634,P0A6I6,PTPATi,5jbn,3.40.50.620.19.1.1.1.1.160;3.40.50.620.19.1.1.1.2.157,5jbnA00;5jbnB00
811,b3073,P42588,PTRCTA,4uox,,
812,b1021;b1022,P69432;P75905,PUACGAMS,,,
813,b2407,P45563,PUNP3;PUNP4;PUNP5;PUNP6;PUNP7,1yqq,3.40.50.1580.12.1.2.1.1.273;3.40.50.1580.12.1.2.1.2.273;3.40.50.1580.12.1.2.1.3.273,1yqqA00;1yqqB00;1yqqC00
814,b1636,P77150,PYDXK,1td2,3.40.1190.20.4.3.2.5.1.287;3.40.1190.20.4.3.2.5.2.287,1td2A00;1td2B00
815,b1854,P21599,PYK;PYK2;PYK3;PYK4;PYK6,,,
816,b1676,P0AD61,PYK,1e0t,2.40.33.10.2.1.1.1.1.99;2.40.33.10.2.1.1.1.2.99;2.40.33.10.2.1.1.1.3.99;2.40.33.10.2.1.1.1.4.99;3.20.20.60.7.2.1.1.1.220;3.20.20.60.7.2.1.1.2.220;3.20.20.60.7.2.1.1.3.220;3.20.20.60.7.2.1.1.4.220;3.40.1380.20.6.1.1.1.1.123;3.40.1380.20.6.1.1.1.2.123;3.40.1380.20.6.1.1.1.3.123;3.40.1380.20.6.1.1.1.4.123,1e0tA03;1e0tB03;1e0tC03;1e0tD03;1e0tA02;1e0tB02;1e0tC02;1e0tD02;1e0tA01;1e0tB01;1e0tC01;1e0tD01
817,b3831,P12758,PYNP2r,1rxy,3.40.50.1580.1.1.4.2.1.250;3.40.50.1580.1.1.4.2.2.250,1rxyA00;1rxyB00
818,b1007;b1012,P75893;P75898,PYROX,,,
819,b3029,P0ADU2,QMO2;QMO3,1tuv,3.30.70.100.39.1.1.1.1.103,1tuvA00
820,b1692,P0A6D5,QUINDH;QUINDHyi;SHK3Dr,1npd,3.40.50.720.184.2.2.3.1.147;3.40.50.720.184.2.2.4.1.146;3.40.50.10860.3.2.3.1.1.131;3.40.50.10860.3.2.4.1.1.129,1npdA02;1npdB02;1npdB01;1npdA01
821,b0750,P11458,QULNS,,,
822,b4094,P16690,R15BPK,,,
823,b0415,P61714,RBFSa,,,
824,b1662,P0AFU8,RBFSb,1i8d,2.40.30.20.6.1.1.1.1.88;2.40.30.20.6.1.1.1.2.99;2.40.30.20.6.1.1.1.3.105;2.40.30.20.7.1.1.1.1.89;2.40.30.20.7.1.1.1.2.89;2.40.30.20.7.1.1.1.3.89,1i8dC02;1i8dB02;1i8dA02;1i8dA01;1i8dB01;1i8dC01
825,b3752,P0A9J6,RBK,1rkd,3.40.1190.20.22.2.1.1.1.306,1rkdA00
826,b0063,P08204,RBK_L1;XYLK;XYLK2,,,
827,b0061,P08203,RBP4E,1k0w,3.40.225.10.7.1.1.1.1.223;3.40.225.10.7.1.1.1.2.223;3.40.225.10.7.1.1.1.3.223;3.40.225.10.7.1.1.1.4.223;3.40.225.10.7.1.1.1.5.223;3.40.225.10.7.1.1.1.6.223,1k0wA00;1k0wB00;1k0wC00;1k0wD00;1k0wE00;1k0wF00
828,b4198,P39306,RBP4E,,,
829,b3583,P37680,RBP4E,,,
830,b1394,P77467,REPHACCOAI,4fzw,1.10.12.10.6.5.1.1.1.58;1.10.12.10.6.5.1.1.2.58;1.10.12.10.28.2.1.1.1.57;1.10.12.10.28.2.1.1.2.58;3.90.226.10.9.4.1.1.1.198;3.90.226.10.9.4.1.1.2.196;3.90.226.10.36.5.1.1.1.192;3.90.226.10.36.5.1.1.2.192,4fzwA02;4fzwB02;4fzwC02;4fzwD02;4fzwB01;4fzwA01;4fzwC01;4fzwD01
831,b3629,P27126,RHAT1,,,
832,b2687,P45578,RHCCE,,,
833,b2247,P77215,RHMND,2i5q,3.20.20.120.25.1.3.2.1.241;3.20.20.120.25.1.3.2.2.241;3.30.390.10.42.2.1.1.1.140;3.30.390.10.42.2.1.1.2.143,2i5qA02;2i5qB02;2i5qA01;2i5qB01
834,b3904,P32171,RMK,2cgl,3.30.420.40.120.1.1.2.1.231;3.30.420.40.126.1.1.2.1.239,2cglA01;2cglA02
835,b3902,P32169,RMPA,2v9l,3.40.225.10.2.1.1.1.1.274,2v9lA00
836,b2234;b2235;b2582,P00452;P69924;P0AGG4,RNDR1;RNDR2;RNDR3;RNDR4,,,
837,b2234;b2235;b3781,P00452;P69924;P0AA25,RNDR1;RNDR2;RNDR3;RNDR4,5hr3;2xap;1mxr,3.40.30.10.9.2.2.1.1.107;3.40.30.10.9.2.2.1.2.107;3.20.70.20.5.1.1.1.1.500;3.20.70.20.5.1.1.2.1.500;3.20.70.20.5.1.1.3.1.500;1.10.620.20.1.1.1.1.1.339;1.10.620.20.1.1.1.1.2.339,5hr3A00;5hr3B00;2xapA02;2xapB02;2xapC02;1mxrA00;1mxrB00
838,b1064;b2675;b2676,P0AC59;P39452;P37146,RNDR1b;RNDR2b;RNDR3b;RNDR4b,,,
839,b2675;b2676;b3610,P39452;P37146;P0AC62,RNDR1b;RNDR2b;RNDR3b;RNDR4b,,,
840,b0849;b2675;b2676,P68688;P39452;P37146,RNDR1b;RNDR2b;RNDR3b;RNDR4b,,,
841,b1654;b2675;b2676,P0AC69;P39452;P37146,RNDR1b;RNDR2b;RNDR3b;RNDR4b,,,
842,b0684;b3924;b4237;b4238,P61949;P28861;P0A9N8;P28903,RNTR1c2;RNTR2c2;RNTR3c2;RNTR4c2,,,
843,b2895;b3924;b4237;b4238,P0ABY4;P28861;P0A9N8;P28903,RNTR1c2;RNTR2c2;RNTR3c2;RNTR4c2,,,
844,b0684;b4238,P61949;P28903,RNTR1c2;RNTR2c2;RNTR3c2;RNTR4c2,,,
845,b2895;b4238,P0ABY4;P28903,RNTR1c2;RNTR2c2;RNTR3c2;RNTR4c2,,,
846,b3386,P0AG07,RPE,,,
847,b2914,P0A7Z0,RPI,1o8b,3.30.70.260.2.1.2.1.1.69;3.30.70.260.2.1.2.2.1.69;3.40.50.1360.18.1.1.1.1.137;3.40.50.1360.18.1.1.4.1.94,1o8bA02;1o8bB02;1o8bB01;1o8bA01
848,b4095,P16689,RPNTPH,,,
849,b0638,P52086,RZ5PP,,,
850,b1679;b1680;b1681;b1682;b1683,P76194;P77444;P77689;P77499;P77522,S2FE2SR;S2FE2SS;S2FE2SS2,2zu0;1mzg;5awf;1vh4;1jf9,,
851,b1681;b1682;b1683;b1684,P77689;P77499;P77522;P77667,S2FE2ST;S4FE4ST,2zu0;1vh4;5awf;2d2a,,
852,b1681;b1682;b1683,P77689;P77499;P77522,S4FE4SR,2zu0;1vh4;5awf,,
853,b0222,P63224,S7PI,2i2w,3.40.50.10490.5.2.1.1.1.192;3.40.50.10490.5.2.1.1.2.192;3.40.50.10490.5.2.1.1.3.178;3.40.50.10490.5.2.1.1.4.177,2i2wA00;2i2wC00;2i2wD00;2i2wB00
854,b1745,P76216,SADH,1ynf,3.75.10.20.1.1.1.1.1.420;3.75.10.20.1.1.1.2.1.420;3.75.10.20.1.1.1.3.1.420;3.75.10.20.1.1.1.4.1.420;3.75.10.20.1.1.1.5.1.420;3.75.10.20.1.1.1.6.1.420,1ynfA00;1ynfB00;1ynfC00;1ynfD00;1ynfE00;1ynfF00
855,b2751;b2752,P23845;P21156,SADT2,,,
856,b2705,P05707,SBTPD,,,
857,b1679;b1680,P76194;P77444,SCYSDS,1jf9;1mzg,3.40.640.10.36.4.1.1.1.260;3.90.1150.10.19.4.1.1.1.139;3.90.1010.10.1.1.2.1.1.139;3.90.1010.10.1.1.2.2.1.140,1jf9A02;1jf9A01;1mzgB00;1mzgA00
858,b2472,P0AED7,SDPDS,,,
859,b1764,P16456,SELNPS,3u0o,3.30.1330.10.13.1.1.1.1.135;3.30.1330.10.13.1.1.1.2.151;3.90.650.10.9.1.1.1.1.184;3.90.650.10.9.1.1.1.2.184,3u0oA01;3u0oB01;3u0oA02;3u0oB02
860,b2264,P17109,SEPHCHCS,5ej8,3.40.50.970.4.1.1.1.1.210;3.40.50.970.4.1.1.1.2.210;3.40.50.970.4.1.1.1.3.210;3.40.50.970.4.1.1.1.4.210;3.40.50.970.4.1.1.1.5.210;3.40.50.970.4.1.1.1.6.210;3.40.50.970.4.1.1.1.7.210;3.40.50.970.4.1.1.1.8.210;3.40.50.970.11.1.1.1.1.196;3.40.50.970.11.1.1.1.2.196;3.40.50.970.11.1.1.1.3.196;3.40.50.970.11.1.1.1.4.196;3.40.50.970.11.1.1.1.5.196;3.40.50.970.11.1.1.1.6.196;3.40.50.970.11.1.1.1.7.196;3.40.50.970.11.1.1.1.8.196;3.40.50.1220.21.1.1.1.1.126;3.40.50.1220.21.1.1.1.2.126;3.40.50.1220.21.1.1.1.3.126;3.40.50.1220.21.1.1.1.4.126;3.40.50.1220.21.1.1.1.5.126;3.40.50.1220.21.1.1.1.6.126;3.40.50.1220.21.1.1.1.7.126;3.40.50.1220.21.1.1.1.8.126,5ej8A03;5ej8B03;5ej8C03;5ej8D03;5ej8E03;5ej8F03;5ej8G03;5ej8H03;5ej8A01;5ej8B01;5ej8C01;5ej8D01;5ej8E01;5ej8F01;5ej8G01;5ej8H01;5ej8A02;5ej8B02;5ej8C02;5ej8D02;5ej8E02;5ej8F02;5ej8G02;5ej8H02
861,b0586,P11454,SERASr,5ja1,3.90.820.10.1.2.1.1.1.66,5ja1B00
862,b3607,P0A9D4,SERAT,1t3d,1.10.3130.10.2.2.2.1.1.136;1.10.3130.10.2.2.2.2.1.136;1.10.3130.10.2.2.2.3.1.136;2.160.10.10.31.1.4.1.1.116;2.160.10.10.31.1.4.2.1.116;2.160.10.10.31.1.4.3.1.116,1t3dA01;1t3dB01;1t3dC01;1t3dA02;1t3dB02;1t3dC02
863,b2366,P00926,SERD_D,3ss7,3.40.50.1100.13.1.1.1.1.123;3.40.50.1100.52.1.1.1.1.314,3ss7X02;3ss7X01
864,b4471,P42630,SERD_L,,,
865,b1814,P16095,SERD_L,,,
866,b2797,P30744,SERD_L,,,
867,b3117,P0AGF6,SERD_L;THRD_L,,,
868,b2154,P33018,SFGTHi,,,
869,b0355,P51025,SFGTHi,,,
870,b1744,P76215,SGDS,1yw6,3.40.630.10.26.2.1.1.1.295;3.40.630.10.26.2.1.2.1.308,1yw6B00;1yw6A00
871,b1746,P76217,SGSAD,,,
872,b2263,P37355,SHCHCS3,4myd,3.40.50.1820.78.1.1.1.1.252;3.40.50.1820.78.1.1.1.2.252;3.40.50.1820.78.1.1.1.3.250,4mydA00;4mydB00;4mydC00
873,b3368,P0AEA8,SHCHD2;SHCHF;UPP3MT,,,
874,b2660,P37339,SHGO,,,
875,b3281,P15770,SHK3Dr,1nyt,3.40.50.720.259.1.1.1.1.143;3.40.50.720.259.1.1.1.2.143;3.40.50.720.259.1.1.1.3.143;3.40.50.720.259.1.1.1.4.143;3.40.50.10860.9.2.1.1.1.115;3.40.50.10860.9.2.1.1.2.115;3.40.50.10860.9.2.1.1.3.115;3.40.50.10860.9.2.1.1.4.115,1nytA02;1nytB02;1nytC02;1nytD02;1nytA01;1nytB01;1nytC01;1nytD01
876,b3390,P0A6D7,SHKK,1kag,3.40.50.300.191.2.1.1.1.158;3.40.50.300.191.2.1.1.2.149,1kagA00;1kagB00
877,b0388,P0A6E1,SHKK,,,
878,b3939,P00935,SHSL1,1cs1,3.40.640.10.20.1.1.1.1.244;3.40.640.10.20.1.1.2.1.244;3.40.640.10.20.1.1.3.1.244;3.40.640.10.20.1.1.4.1.244;3.90.1150.10.9.1.1.1.1.139;3.90.1150.10.9.1.1.1.2.139;3.90.1150.10.9.1.1.1.3.139;3.90.1150.10.9.1.1.1.4.139,1cs1A01;1cs1B01;1cs1C01;1cs1D01;1cs1A02;1cs1B02;1cs1C02;1cs1D02
879,b1584,P0A951,SPMDAT1;SPMDAT2,4r9m,3.40.630.30.37.3.1.1.5.164;3.40.630.30.37.3.1.1.6.163;3.40.630.30.37.3.1.1.7.169,4r9mC00;4r9mB00;4r9mA00
880,b3908,P00448,SPODM,1ix9,1.10.287.990.1.1.1.1.1.71;1.10.287.990.1.1.1.1.2.71;2.40.500.20.1.1.1.1.1.116;2.40.500.20.1.1.1.1.2.116,1ix9A01;1ix9B01;1ix9A02;1ix9B02
881,b1656,P0AGD3,SPODM,2nyb,,
882,b1646,P0AGD1,SPODMpp,,,
883,b3878,P32138,SQGH,5aee,,
884,b3880,P32140,SQVOSI,2rgk,1.50.10.10.8.1.2.1.1.409;1.50.10.10.8.1.2.1.2.409;1.50.10.10.8.1.2.1.3.409;1.50.10.10.8.1.2.1.4.409;1.50.10.10.8.1.2.1.5.409;1.50.10.10.8.1.2.1.6.409,2rgkA00;2rgkB00;2rgkC00;2rgkD00;2rgkE00;2rgkF00
885,b1525,P76149,SSALx;SSALy,,,
886,b2661,P25526,SSALy,3jz4,3.40.309.10.22.2.2.1.1.190;3.40.309.10.22.2.2.1.2.190;3.40.309.10.22.2.2.1.3.190;3.40.309.10.22.2.2.1.4.190;3.40.605.10.18.2.2.1.1.291;3.40.605.10.18.2.2.1.2.291;3.40.605.10.18.2.2.1.3.291;3.40.605.10.18.2.2.1.4.291,3jz4A02;3jz4B02;3jz4C02;3jz4D02;3jz4A01;3jz4B01;3jz4C01;3jz4D01
887,b2260,P37353,SUCBZL,5c5h,,
888,b2261,P29208,SUCBZS,1r6w,3.20.20.120.55.1.1.1.1.198;3.30.390.10.22.1.1.1.1.123,1r6wA01;1r6wA02
